datalab_code,datalab_name,region_id,region_name,weight,note
28110,중구,28125,제물포구,0.5,2026년 개편 — 구 중구 내륙부 추정 배분
28110,중구,28155,영종구,0.5,2026년 개편 — 구 중구 영종도부 추정 배분
28140,동구,28125,제물포구,1.0,2026년 개편(구 중구+동구) — 동구 전부
28260,서구,28275,서해구,0.65,2026년 개편(구 서구 분할) 추정 배분
28260,서구,28290,검단구,0.35,2026년 개편(구 서구 분할) 추정 배분
