region_id,elevation_p10_m,elevation_p90_m,terrain_relief,dem_pixel_count,terrain_relief_source_type,terrain_relief_missing_reason
30110,69.99478149414062,311.2642822265625,241.26950073242188,16926,static_reference,
30140,52.37428092956543,285.77772521972656,233.40344429016113,7676,static_reference,
30170,47.3252513885498,214.8469207763672,167.52166938781738,11790,static_reference,
30200,44.11839981079102,219.6753051757812,175.5569053649902,21713,static_reference,
30230,34.45091285705566,205.14477386474613,170.69386100769046,8542,static_reference,
31110,4.697884798049927,125.95516967773438,121.25728487968445,4576,static_reference,
31140,2.436189365386963,54.825563812255865,52.3893744468689,9119,static_reference,
31170,4.223294925689697,152.1687973022461,147.94550237655642,4498,static_reference,
31200,11.323834323883057,264.25560302734374,252.93176870346068,19544,static_reference,
31710,32.40601348876953,501.0992187500005,468.69320526123096,93497,static_reference,
36110,26.82169589996338,180.96812744140627,154.1464315414429,57462,proxy,2026 administrative split estimated from prior SGIS boundaries
41110,26.166797637939453,145.4483871459961,119.28158950805664,14936,static_reference,
41130,36.80736618041992,252.26051940917975,215.45315322875985,17463,static_reference,
41150,43.68520889282227,266.07213745117184,222.38692855834958,10107,static_reference,
41170,28.917098617553712,253.25711364746093,224.34001502990722,7217,static_reference,
41190,8.496851062774658,64.98571853637695,56.48886747360229,6624,static_reference,
41210,12.863071250915528,95.21002197265628,82.34695072174075,4757,static_reference,
41220,4.151620292663575,39.10793838500978,34.95631809234621,56697,static_reference,
41250,65.53352355957031,396.8174743652344,331.28395080566406,11841,static_reference,
41270,1.4385939598083497,63.12640304565432,61.68780908584597,21255,static_reference,
41280,7.657378959655762,139.3047943115235,131.64741535186772,32897,static_reference,
41290,38.57933578491211,323.86650390625,285.28716812133786,4425,static_reference,
41310,13.149832057952882,121.56963272094728,108.4198006629944,4104,static_reference,
41360,36.53277435302734,372.20098876953136,335.66821441650404,56748,static_reference,
41370,18.65303058624268,73.0371711730957,54.38414058685302,5274,static_reference,
41390,3.8381384134292604,66.55782852172852,62.71969010829926,17470,static_reference,
41410,41.53732757568359,180.4004638671875,138.8631362915039,4507,static_reference,
41430,52.23820457458496,260.66188049316406,208.4236759185791,6660,static_reference,
41450,17.5676700592041,298.71640014648443,281.14873008728034,11464,static_reference,
41460,65.65698547363282,253.90647583007816,188.24949035644534,73065,static_reference,
41480,11.020661735534668,165.03592224121084,154.01526050567617,85099,static_reference,
41500,58.28875503540039,171.58041687011718,113.29166183471679,57015,static_reference,
41550,28.599829483032227,230.1894210815429,201.58959159851065,68350,static_reference,
41570,4.488219213485718,50.85346145629883,46.36524224281311,34684,static_reference,
41590,2.93593168258667,75.67156219482422,72.73563051223755,93151,static_reference,
41610,57.48900146484375,335.9702117919922,278.48121032714846,53092,static_reference,
41630,80.46198425292968,298.27406005859376,217.81207580566408,38355,static_reference,
41650,106.28460464477538,481.4870941162111,375.2024894714357,101948,static_reference,
41670,43.8210693359375,217.4357086181642,173.6146392822267,75005,static_reference,
41800,42.670488357543945,293.0090789794922,250.33859062194824,85976,static_reference,
41820,106.25434417724611,676.5522399902344,570.2978958129883,103820,static_reference,
41830,65.76488571166992,437.65061645507814,371.8857307434082,108264,static_reference,
43110,40.34917907714844,335.9280090332031,295.5788299560547,116009,static_reference,
43130,82.1738983154297,408.44156494140634,326.26766662597663,121202,static_reference,
